,ACIDS,ADDITIONAL INFORMATION,ALCOHOL,BEER TYPE,BITTERNESS,CATEGORY,CHARACTERISTICS,CLOSURE,COUNTRY,DEPOSIT,ENERGY,GRAPE,ICONS,MORE INFORMATION,NAME,PACKAGING,PRICE / LITRE,PRODUCER,PRODUCT NUMBER,REGION1,REGION2,SELECTION,SUGAR,SUPPLIER,TASTE PROFILE,Unnamed: 0,VOLUME,WORT STRENGTH
5961,6.4 g/l,,15.0%,,,Red wine,Luscious & jammy,natural cork,United States,,80.0 Kcal / 100ml,Syrah,"grilled food,beef,mutton, lamb",,Michael David 6th Sense Syrah 2014,bottle,30.67 EUR,Michael David Winery,922417,California,Lodi,sale-to-order selection,6.0 g/l,Nordalco,"full-bodied,medium tannic,blackberry jam notes,spicy,oak notes",0,0.75,
5962,5.4 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,Argentina,0.1 €,80.0 Kcal / 100ml,"Malbec,Syrah,Cabernet Sauvignon","pork,grilled food,savoury snacks,spicy and meaty sausages,metal screw cap,organic",,Trapiche Zaphy Malbec Syrah Cabernet Sauvignon 2016,bottle,12.56 EUR,Trapiche,408317,Others,Cuyo,general selection,2.0 g/l,Wennerco,"medium-bodied,medium tannic,sour cherry,currant notes,light plum notes,spicy",0,0.75,
5963,5.6 g/l,,14.0%,,,Red wine,Robust & powerful,natural cork,France,,80.0 Kcal / 100ml,Syrah,"meditation beverage,beef,game,mild cheeses",,Jean-Luc Colombo Terres Brûlées Cornas 2015,bottle,62.53 EUR,Jean-Luc Colombo,440167,Rhône,AC Cornas,limited quantity product,1.0 g/l,Social Wines,"extra full-bodied,tannic,dark cherry notes,blackcurrant notes,light olive notes,hint of leather,oak notes,robust,strong,heavy,long",0,0.75,
5964,5.5 g/l,,14.0%,,,Red wine,Nuanced & developed,metal screw cap,Spain,,80.0 Kcal / 100ml,"Tempranillo,Merlot,Cabernet Sauvignon","mutton, lamb,casseroles,game,metal screw cap",,Tandem Ars Nova 2010,bottle,21.67 EUR,Tandem,901287,Navarre,DO Navarra,sale-to-order selection,2.0 g/l,Arcus Finland,"full-bodied,medium tannic,oak notes,blueberry notes,herbal notes",0,0.75,
5965,5.9 g/l,,13.0%,,,White wine,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,,"meditation beverage,seafood,mild cheeses,casseroles",,Albert Bichot Domaine Long-Depaquit Chablis Grand Cru Les Preuses 2015,bottle,89.32 EUR,Albert Bichot,581967,Burgundy,AC Chablis Grand Cru,limited quantity product,1.0 g/l,Bpf-Beverage Partners Finland,"dry,acidic,yellow plum notes,apricot notes,lime notes,green apple notes,mineral notes,minerally,light creamy notes,characteristic,long",0,0.75,
5966,5.3 g/l,,14.0%,,,Red wine,Luscious & jammy,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,Monastrell,"spicy and meaty sausages,casseroles,beef,mutton, lamb",,Finca Bacara Crazy Grapes 2016,bottle,19.2 EUR,Finca Bacara,903856,Murcia,DO Jumilla,sale-to-order selection,4.0 g/l,Vindirekt Finland,"full-bodied,tannic,spicy,dark cherry notes,aromatic",0,0.75,
5967,4.5 g/l,,13.0%,,,Red wine,Luscious & jammy,metal screw cap,Chile,0.1 €,70.0 Kcal / 100ml,Malbec,"mild sausages,grilled food,pork,pasta and pizza,metal screw cap,organic,Fairtrade",,La Fortuna Malbec 2017,bottle,13.95 EUR,Viña La Fortuna,484317,Curicó,Lontue Valley,general selection,,Nordic Trading Team,"medium-bodied,medium tannic,dark cherry notes,currant notes,hint of strawberry jam,hint of milk coffee",0,0.75,
5968,7.5 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,,"aperitif,seafood,clams, mussels, scallops and oysters,chicken, turkey",,Marion-Bosser Premier Cru Champagne Brut 2008,bottle,86.51 EUR,Marion-Bosser,950837,Champagne,AC Champagne,sale-to-order selection,8.0 g/l,Millevin,"brut,acidic,fruity,spicy,aromatic",0,0.75,
5969,7.5 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,,"aperitif,seafood,clams, mussels, scallops and oysters,chicken, turkey",,Marion-Bosser Premier Cru Champagne Brut 2008,bottle,86.51 EUR,Marion-Bosser,950837,Champagne,AC Champagne,sale-to-order selection,8.0 g/l,Millevin,"brut,acidic,fruity,spicy,aromatic",0,0.75,
5970,7.5 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,,"aperitif,seafood,clams, mussels, scallops and oysters,chicken, turkey",,Marion-Bosser Premier Cru Champagne Brut 2008,bottle,86.51 EUR,Marion-Bosser,950837,Champagne,AC Champagne,sale-to-order selection,8.0 g/l,Millevin,"brut,acidic,fruity,spicy,aromatic",0,0.75,
5971,7.2 g/l,,13.5%,,,White wine,Nuanced & structured,metal screw cap,New Zealand,,80.0 Kcal / 100ml,Sauvignon Blanc,"seafood,lean fish,clams, mussels, scallops and oysters,game birds,metal screw cap",,Cloudy Bay Te Koko Sauvignon Blanc 2014,bottle,69.19 EUR,Cloudy Bay Vineyards,518137,,,limited quantity product,2.0 g/l,Moet Hennessy Suomi,"dry,very acidic,passion fruit notes,nettle notes,tomato leaf notes,light oak notes,nuanced",0,0.75,
5972,5.9 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,Spain,0.1 €,70.0 Kcal / 100ml,"Parellada,Xarel-lo,Macabeo,Chardonnay","aperitif,salads, vegetarian food,savoury snacks,fatty fish",,Sumarroca Gran Reserva Cava Brut Nature 2014,bottle,18.4 EUR,Bodegues Sumarroca,594667,,DO Cava,general selection,2.0 g/l,Vinetum,"brut,acidic,ripe yellow plum notes,red apple notes,citrus notes,mineral notes,minerally,toasted,roasted,baked",0,0.75,
5973,5.4 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,70.0 Kcal / 100ml,"Syrah,Grenache Noir","party wine,clams, mussels, scallops and oysters,sushi,salads, vegetarian food,suitable for vegans",,Rivarose Brut,bottle,19.85 EUR,Rivarose,529827,,IGP Mediterranée,general selection,9.0 g/l,Bpf-Beverage Partners Finland,"brut,acidic,wild raspberry notes,citrus notes,light wild strawberry notes,apricot notes,slightly spicy",0,0.75,
5974,7.0 g/l,,11.0%,,,Red wine,Smooth & fruity,natural cork,Italy,,70.0 Kcal / 100ml,,"fatty fish,salads, vegetarian food,tapas and antipasti,chicken, turkey",,Canale dei Mulini Canalvecchio 2016,bottle,25.32 EUR,Cantina Bassoli,917757,,,sale-to-order selection,11.0 g/l,Citera Oy/Finn-Glera,"medium-bodied,medium tannic,currant notes,raspberry notes,flowery,spritzy",0,0.75,
5975,5.5 g/l,,13.0%,,,White wine,Crisp & fruity,natural cork,Italy,,80.0 Kcal / 100ml,Pecorino,"fatty fish,clams, mussels, scallops and oysters,tapas and antipasti,seafood",,Zaccagnini Pecorino 2015,bottle,20.65 EUR,Zaccagnini,929797,Others,DOC Bianco Abruzzo,sale-to-order selection,4.0 g/l,Arvid Nordquist Finland,"dry,medium acidic,yellow apple notes,citrus notes,pear notes",0,0.75,
5976,5.7 g/l,,14.0%,,,Red wine,Nuanced & developed,natural cork,Italy,0.1 €,80.0 Kcal / 100ml,"Corvina,Oseleta,Rondinella","casseroles,beef,mutton, lamb,savoury snacks",A wooden transport packaging,Masi Brolo Campofiorin Oro 2014,bottle,26.52 EUR,Masi Agricola,916917,The Veneto,IGT Rosso Del Veronese,sale-to-order selection,2.0 g/l,Winestate Oy,"full-bodied,medium tannic,berry notes,spicy,leather notes",0,0.75,
5977,5.7 g/l,,12.0%,,,White wine,Crisp & fruity,natural cork,Luxemburg,0.1 €,70.0 Kcal / 100ml,Auxerrois,"seafood,salads, vegetarian food,party wine,lean fish",,Bernard-Massard Auxerrois 2016,bottle,19.85 EUR,Bernard-Massard,550967,,Grand Premier Cru Côtes de Grevenmacher,general selection,8.0 g/l,Astra Wines,"medium dry,acidic,ripe citrus notes,green apple notes,light yellow plum notes,hint of herb",0,0.75,
5978,,,40.0%,,,Whisky,Smooth & fruity,metal screw cap,Scotland,0.1 €,220.0 Kcal / 100ml,,metal screw cap,,Ballantine's Finest,bottle,39.84 EUR,George Ballantine and Son,001247,,,general selection,,Pernod Ricard,"medium-bodied,golden-yellow,mildly smoky,fruity,spicy",0,0.7,
5979,3.5 g/l,,13.5%,,,Red wine,Nuanced & developed,natural cork,France,0.1 €,80.0 Kcal / 100ml,,"beef,mutton, lamb,casseroles,game",,Château Teyssier 2011,bottle,39.32 EUR,Teyssier,934007,Bordeaux,AC Saint-Émilion Grand Cru,sale-to-order selection,3.0 g/l,Alpha Beverages Oy,"full-bodied,tannic,berry notes,spicy,oak notes,aromatic",0,0.75,
5980,5.4 g/l,,12.5%,,,White wine,Crisp & fruity,metal screw cap,Italy,0.1 €,70.0 Kcal / 100ml,Chardonnay,"buffet,fatty fish,salads, vegetarian food,party wine,metal screw cap",,Pasqua Chardonnay 2018,bottle,10.51 EUR,Pasqua,008016,Apulia,IGT Puglia,general selection,5.0 g/l,Wennerco,"dry,medium acidic,ripe citrus notes,yellow apple notes,slightly spicy",0,0.75,
5981,5.7 g/l,,14.5%,,,Red wine,Luscious & jammy,metal screw cap,Australia,0.1 €,80.0 Kcal / 100ml,"Shiraz,Cabernet Sauvignon","beef,mutton, lamb,casseroles,grilled food,metal screw cap,lighter glass bottle",,Penfolds Koonunga Hill Shiraz Cabernet 2016,bottle,19.85 EUR,Penfolds,006386,South Australia,South Australia,general selection,2.0 g/l,Wennerco,"full-bodied,tannic,blackberry jam notes,dark plum notes,spicy,light oak notes,eucalyptus notes",0,0.75,
5982,4.5 g/l,,12.0%,,,White wine,Nuanced & structured,natural cork,Georgia,,70.0 Kcal / 100ml,Rkatsiteli,"chicken, turkey,pork,mushrooms,mild sausages,natural wine",,Tbilvino Qvevris Rkatsiteli 2015,bottle,23.99 EUR,Tbilvino,928327,,Kakheti,sale-to-order selection,3.0 g/l,Amka,"dry,medium acidic,apple notes,herbal notes,spicy,honey notes",0,0.75,
5983,4.5 g/l,,12.0%,,,White wine,Nuanced & structured,natural cork,Georgia,,70.0 Kcal / 100ml,Rkatsiteli,"chicken, turkey,pork,mushrooms,mild sausages,natural wine",,Tbilvino Qvevris Rkatsiteli 2015,bottle,23.99 EUR,Tbilvino,928327,,Kakheti,sale-to-order selection,3.0 g/l,Amka,"dry,medium acidic,apple notes,herbal notes,spicy,honey notes",0,0.75,
5984,,,46.0%,,,Whisky,Fruity & aromatic,natural cork,Ireland,,250.0 Kcal / 100ml,,,Sold in gift packaging,The Quiet Man 12 Year Old Sherry Cask Single Malt,bottle,114.27 EUR,The Quiet Man Craft Distillery,912807,,Irish Whiskey,sale-to-order selection,,Amka,",smoky notes,warm,grainy notes,peaty,aromatic",0,0.7,
5985,6.3 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,0.1 €,70.0 Kcal / 100ml,"Auxerrois,Pinot Blanc","sushi,party wine,salads, vegetarian food,fatty fish",,Bestheim Crémant d'Alsace Brut Premium,bottle,19.85 EUR,Bestheim,933147,,AOC Crémant d'Alsace,sale-to-order selection,8.0 g/l,CISA Drinks,"brut,acidic,apricot notes,apple notes,brioche notes",0,0.75,
5986,5.5 g/l,,13.0%,,,White wine,Smooth & light,,Italy,,70.0 Kcal / 100ml,Grillo,"salads, vegetarian food,savoury snacks,party wine,pasta and pizza,organic",,Vite Mia Biologico Bianco 2017 bag-in-box,bag-in-box,10.56 EUR,Enoitalia,946908,Sicily,IGT Terre Siciliane,general selection,1.0 g/l,Servaali,"dry,medium acidic,apple notes,ripe citrus notes,light yellow plum notes,spicy",0,3.0,
5987,4.1 g/l,,13.0%,,,White wine,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,"Marsanne,Rousanne","pork,chicken, turkey,clams, mussels, scallops and oysters,pasta and pizza",,Chapoutier Les Tanneurs  2016,bottle,30.53 EUR,M. Chapoutier,953657,Rhône,AC Saint-Péray,sale-to-order selection,2.0 g/l,Vinetum Oy,"dry,medium acidic,fruity,herbal notes,toasted,roasted,baked",0,0.75,
5988,4.6 g/l,,14.0%,,,Red wine,Robust & powerful,natural cork,Spain,,80.0 Kcal / 100ml,Tempranillo,"grilled food,mutton, lamb,beef,game",,Coto Real 2011,bottle,41.48 EUR,El Coto de Rioja,930717,La Rioja,DOCa Rioja,sale-to-order selection,2.0 g/l,Interbrands Wines & Spirits,"full-bodied,tannic,dark cherry notes,oak notes,spicy",0,0.75,
5989,,,38.0%,,,Gin and other spirits,Fruit brandy,natural cork,Finland,,210.0 Kcal / 100ml,,organic,,Verla XO,bottle,109.6 EUR,Viiniverla,940376,,,sale-to-order selection,,Viiniverla,"golden brown,amber,dry,soft,smooth,fruity,oak notes",0,0.5,
5990,,,43.0%,,,Rum,Dark rum,natural cork,Jamaica,,240.0 Kcal / 100ml,,,,Xaymaca Special Dry,bottle,57.11 EUR,Ferrand,920136,,,sale-to-order selection,,Vinum Import,"amber-brown,medium full bodied,dry,warm,fruity,herbal notes,hint of smoke",0,0.7,
5991,5.4 g/l,,13.0%,,,Red wine,Berried & fresh,natural cork,France,,70.0 Kcal / 100ml,Pinot Noir,"game birds,pork,mushrooms,fatty fish",,Henri Bourgeois Sancerre Les Baronnes Rouge 2014,bottle,33.31 EUR,Henri Bourgeois,446687,Loire,AC Sancerre,general selection,,Bpf-Beverage Partners Finland,"light-bodied,medium tannic,light sour cherry notes,wild raspberry notes,cranberry notes,hint of violet,elegant",0,0.75,
5992,,,20.0%,,,Dessert wine & other fortified wines,Port wine,natural cork,Portugal,,160.0 Kcal / 100ml,,"meditation beverage,chocolate desserts,strong cheeses",Sold in gift packaging,Porto Gran Cruz Aged 30 Years,bottle,100.92 EUR,Porto Cruz,916267,,,sale-to-order selection,110.0 g/l,Norex Selected Brands,"brick-red,sweet,tea aroma,nutty,chestnut notes",0,0.75,
5993,,,40.0%,,,Cognacs,Other cognacs,natural cork,France,,230.0 Kcal / 100ml,,,,Hanko Cognac,bottle,78.57 EUR,Bache-Gabrielsen,946077,,AC Cognac Grande Champagne,sale-to-order selection,13.0 g/l,Nordalco Oy,"amber-brown,medium full bodied,rather aged,warm,fruity,spicy",0,0.7,
5994,,,8.3%,"pils
(imperial pils)",54.0 EBU,Beer,Pils,crown cap,Finland,0.1 €,70.0 Kcal / 100ml,,"mild sausages,pork,savoury snacks,oriental food",,Fiskarsin Hilpeä Troikka,bottle,14.76 EUR,Fiskarsin Panimo,734344,,,sale-to-order selection,,Rekolan Panimo/Malty-J,"straw-yellow,full-bodied,cloudy,strongly hopped,malt biscuit notes,fruity,grassy,herbal notes,warm",0,0.33,19.2 °P
5995,5.0 g/l,,12.0%,,,White wine,Crisp & fruity,natural cork,Italy,0.1 €,70.0 Kcal / 100ml,Chardonnay,"chicken, turkey,fatty fish,party wine,salads, vegetarian food,organic,suitable for vegans",,Pizzolato Vino Biologico Chardonnay 2017,bottle,14.51 EUR,La Cantina Pizzolato,904718,The Veneto,DOC Venezia,sale-to-order selection,,CISA Drinks,"dry,acidic,apple notes,pear notes,herbal notes",0,0.75,
5996,6.0 g/l,,13.5%,,,Red wine,Luscious & jammy,,Italy,,80.0 Kcal / 100ml,"Corvina,Rondinella","strong cheeses,beef,mutton, lamb,casseroles",,Allegrini Winemaker's Selection Veneto Rosso 2016 bag-in-box,bag-in-box,14.21 EUR,Allegrini,914045,The Veneto,IGT Veneto,sale-to-order selection,8.0 g/l,CISA Drinks,"full-bodied,medium tannic,cherry notes,blackcurrant notes,cedar notes",0,2.25,
5997,,,58.7%,,,Whisky,Generous & powerful,natural cork,Scotland,,330.0 Kcal / 100ml,,,Sold in gift packaging,Octomore 08.4 8 Year Old Single Malt,bottle,287.84 EUR,Bruichladdich Distillery,163867,,Islay,limited quantity product,,Bpf-Beverage Partners Finland,"full-bodied,golden brown,amber,powerful smoky notes",0,0.7,
5998,,,5.0%,,,Mixed drinks,Grapefruity,can,Finland,0.15 €,50.0 Kcal / 100ml,,,,Leijona Greippilonkero can,can,7.06 EUR,Altia,942804,,,sale-to-order selection,50.0 g/l,Altia,"cloudy,medium-sweet,grapefruity",0,0.33,
5999,,,27.0%,,,Vodka & spirit,Spirit,plastic closure,Finland,0.2 €,150.0 Kcal / 100ml,,,,Tapio Viina 27%,bottle,20.69 EUR,Pernod Ricard Finland,917867,,,general selection,7.0 g/l,Pernod Ricard,"colourless,dryish,soft,smooth,neutral",0,0.7,
6000,4.0 g/l,,15.0%,,,Dessert wine & other fortified wines,Sherry,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,,"aperitif,soups,mushrooms,tapas and antipasti",,Tío Pepe Fino Sherry,bottle,19.2 EUR,González Byass,003572,,DO Jerez-Xérès-Sherry,general selection,,Uniq Drinks Finland,"green-yellow,dry,citrus notes,almond notes,light apple notes,sorrel notes,slightly baked",0,0.75,
6001,4.6 g/l,,14.5%,,,Red wine,Luscious & jammy,natural cork,United States,0.1 €,80.0 Kcal / 100ml,Pinot Noir,"spicy and meaty sausages,chicken, turkey,pork,game birds",,Hahn Pinot Noir 2017,bottle,25.17 EUR,Hahn Family Wines,479657,California,Monterey,general selection,4.0 g/l,Amka,"full-bodied,medium tannic,cherry notes,wild strawberry notes,raspberry notes,flowery,hint of olive,toasted,roasted,baked",0,0.75,
6002,9.4 g/l,,12.0%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,Pinot Meunier,"aperitif,chicken, turkey,mushrooms",,Laurent Lequart Blanc de Meunier Champagne Brut Nature,bottle,57.87 EUR,Champagne Laurent Lequart,943447,Champagne,AC Champagne,sale-to-order selection,3.0 g/l,Vita Vinum,"brut,very acidic,citrus notes,ripe plum notes,good body,well-balanced",0,0.75,
6003,3.9 g/l,,6.0%,,,Cider,British style apple cider,crown cap,England,0.1 €,50.0 Kcal / 100ml,,"chicken, turkey,mild cheeses,salads, vegetarian food,party wine,organic,suitable for vegans",,Westons Wyld Wood Organic Cider,bottle,9.76 EUR,Weston & Sons,774166,,,general selection,30.0 g/l,Servaali,"dry,golden-yellow,medium acidic,apple notes,whitecurrant notes,hint of honey,light tannic notes",0,0.5,
6004,5.6 g/l,,12.5%,,,White wine,Nuanced & structured,natural cork,Portugal,,70.0 Kcal / 100ml,,"lean fish,seafood",,Guru Branco 2016,bottle,47.07 EUR,Wine & Soul,916567,,DOC Douro,sale-to-order selection,,Handpicked Wines Finland Ab,"dry,acidic,grapefruity,mineral notes,minerally",0,0.75,
6005,,,12.0%,"stout & porter
(imperial porter)",44.0 EBU,Beer,Stout & porter,crown cap,United States,,90.0 Kcal / 100ml,,"beef,meditation beverage,game,strong cheeses",,Ballast Point High West Barrel Aged Victory At Sea 2017 2017,bottle,28.03 EUR,Ballast Point Brewing,946434,,,sale-to-order selection,,Craft & Cask,"black,extra full-bodied,medium hopped,coffee notes,malty",0,0.355,24.3 °P
6006,8.1 g/l,,12.0%,,,White wine,Generous & toasty,natural cork,France,,70.0 Kcal / 100ml,,"savoury snacks,soups,chicken, turkey,game birds",A wooden transport packaging,J. de Telmont Insolite 2012,bottle,66.53 EUR,J. de Telmont,598077,Others,AC Coteaux Champenois,limited quantity product,1.0 g/l,Red Bev,"dry,very acidic,citrus notes,yellow plum notes,spicy,mineral notes,minerally,oak notes",0,0.75,
6007,3.1 g/l,,15.0%,,,Dessert wine & other fortified wines,Fruit- and aromatised wines,metal screw cap,Finland,0.1 €,150.0 Kcal / 100ml,,"party wine,berries and fruits,metal screw cap",,Chymos Lakka Väkevä Marjaviini,bottle,13.89 EUR,Pernod Ricard Finland,002687,,,general selection,160.0 g/l,Pernod Ricard,"golden-yellow,sweet,rich cloudberry notes",0,0.75,
6008,,,10.0%,"ale
(strong ale)",75.0 EBU,Beer,Ale,crown cap,Finland,,30.0 Kcal / 100ml,,"grilled food,mild cheeses,spicy and meaty sausages,sweet desserts",,Open Water Winter Warmer,bottle,18.3 EUR,Open Water Brewery,958794,,,sale-to-order selection,,Open Water Brewery,"mahogany-brown,full-bodied,strongly hopped,honey notes,caramel notes,bread notes",0,0.33,7.6 °P
6009,,,40.0%,,,Whisky,Nuanced & structured,natural cork,Scotland,0.1 €,220.0 Kcal / 100ml,,,Sold in gift packaging,The Macallan Amber Single Malt,bottle,90.43 EUR,The Macallan Distillery,159187,,Speyside,general selection,,Edrington Finland,"full-bodied,amber-yellow,citrus notes,toffee notes,ginger notes,light nutty notes,nuanced,long",0,0.7,
6010,8.5 g/l,Dessert wine. Lower-alcohol wine,8.0%,,,Dessert wine & other fortified wines,Dessert wines,natural cork,Germany,,80.0 Kcal / 100ml,Riesling,"sweet desserts,meditation beverage,strong cheeses",,Schloss Reinhartshausen Nussbrunnen Riesling Auslese 2013,bottle,79.97 EUR,Schloss Reinhartshausen,948374,Rheingau,,sale-to-order selection,90.0 g/l,Social Wines,"sweet,acidic,peach notes,citrus notes,yellow plum notes",0,0.375,
6011,5.5 g/l,,13.5%,,,Red wine,Luscious & jammy,metal screw cap,Spain,0.1 €,80.0 Kcal / 100ml,Monastrell,"grilled food,pork,party wine,pasta and pizza,metal screw cap",,Nauta Monastrell Crianza 2014,bottle,18.73 EUR,Freixenet,946897,Valencia,DOP Alicante,sale-to-order selection,3.0 g/l,Hartwall,"full-bodied,medium tannic,blackberry notes,cherry notes,vanilla notes",0,0.75,
6012,9.1 g/l,Dessert wine,10.5%,,,Dessert wine & other fortified wines,Dessert wines,natural cork,Canada,,150.0 Kcal / 100ml,Riesling,"sweet desserts,meditation beverage,strong cheeses",,Pillitteri Riesling Reserve Icewine 2013,bottle,107.12 EUR,Pillitteri,918844,,,sale-to-order selection,220.0 g/l,Social Wines,"sweet,acidic,honey notes,flowery,peach notes",0,0.375,
6013,6.3 g/l,,12.5%,,,Sparkling wine & champagne,Nuanced & structured,natural cork,France,,70.0 Kcal / 100ml,,"lean fish,party wine,seafood,salads, vegetarian food",,Marion-Bosser Premier Cru Champagne Extra Brut,bottle,67.25 EUR,Marion-Bosser,942907,Champagne,AC Champagne,sale-to-order selection,6.0 g/l,Millevin,"brut,acidic,citrus notes,herbal notes,aromatic",0,0.75,
6014,8.6 g/l,,12.5%,,,White wine,Crisp & fruity,natural cork,France,,70.0 Kcal / 100ml,Riesling,"chicken, turkey,salads, vegetarian food,fatty fish,seafood",Sold in gift packaging,Wolfberger Les Festives Riesling 2016,bottle,24.99 EUR,Wolfberger,941678,Alsace,AC Alsace,sale-to-order selection,6.0 g/l,Norex Spirits Oy Ab,"dry,very acidic,citrus notes,herbal notes",0,1.5,
6015,,,40.0%,,,Whisky,Fruity & aromatic,natural cork,Scotland,0.1 €,220.0 Kcal / 100ml,,,,Old Pulteney 12 Year Old Single Malt,bottle,73.94 EUR,Old Pulteney Distillery,183354,,Highland,general selection,,Quantum Beverages,"full-bodied,straw-yellow,malty,dried fruits,hazelnut notes,hint of sorrel,long",0,0.35,
6016,4.9 g/l,,13.5%,,,Red wine,Robust & powerful,natural cork,France,,80.0 Kcal / 100ml,,"meditation beverage,beef,grilled food,game",A wooden transport packaging,Château Marquis de Terme 2014,bottle,70.86 EUR,Château Marquis de Terme,470788,Bordeaux,AC Margaux,limited quantity product,2.0 g/l,Maison Sichel,"full-bodied,tannic,cherry jam notes,ripe plum notes,dark raspberry notes,light currant notes,spicy,hint of pencil lead,oak notes,characteristic",0,1.5,
6017,,,4.5%,,,Cider,Other cider,crown cap,Finland,0.1 €,60.0 Kcal / 100ml,,"sweet desserts,berries and fruits",,Somersby Apple Cider,bottle,8.52 EUR,Sinebrychoff,914284,,,sale-to-order selection,80.0 g/l,Sinebrychoff,"sweet,golden-yellow,fruity,apple notes",0,0.33,
6018,0.6 g/l,,13.5%,,,Red wine,Luscious & jammy,natural cork,Italy,,80.0 Kcal / 100ml,Barbera,"chicken, turkey,beef,game birds",,Josetta Saffirio Barbera d'Alba 2015,bottle,34.75 EUR,Josetta Saffirio,911507,Piedmont,DOC Barbera d'Alba,sale-to-order selection,,Citera Oy/Finn-Glera,"medium-bodied,medium tannic,berry notes,spicy,sour cherry",0,0.75,
6019,,,12.0%,,,Dessert wine & other fortified wines,Fruit- and aromatised wines,,Finland,,70.0 Kcal / 100ml,,party wine,,Alahovin Hilikunmakkee Valkoinen Viinimarjaviini,bottle,18.84 EUR,Alahovi,003278,,,sale-to-order selection,,Alahovin Viinitila Oy,"medium sweet,slightly acidic,berry notes",0,0.75,
6020,,,20.0%,,,Dessert wine & other fortified wines,Port wine,natural cork,Portugal,,160.0 Kcal / 100ml,,"sweet desserts,strong cheeses,chocolate desserts,meditation beverage",,Taylor´s 40 Year Old Tawny Port,bottle,265.33 EUR,Quinta and Vineyard Bottlers,939777,,,sale-to-order selection,120.0 g/l,Uniq Drinks Finland,"brown,sweet,fruity,leather notes,aromatic",0,0.75,
6021,,,8.0%,"ale
(golden ale)",35.0 EBU,Beer,Ale,crown cap,Japan,0.1 €,70.0 Kcal / 100ml,,"game birds,oriental food,pork,meditation beverage",,Hitachino Nest Nipponia,bottle,17.96 EUR,Kiuchi Brewery,920216,,,general selection,,Amka,"copper-yellow,full-bodied,cloudy,medium hopped,honey and malt notes,dried fruits,light baked notes,aromatic",0,0.55,17.5 °P
6022,5.6 g/l,,13.5%,,,Red wine,Nuanced & developed,natural cork,Spain,0.1 €,80.0 Kcal / 100ml,"Tempranillo,Garnacha,Mazuelo,Graciano","mutton, lamb,beef,strong cheeses,mushrooms",,Viña Real Reserva 2013,bottle,28.53 EUR,CVNE,943527,La Rioja,DOCa Rioja,general selection,,Social Wines,"full-bodied,medium tannic,sour cherry,ripe cranberry notes,hint of chocolate,light leather notes,oak notes",0,0.75,
